DateTime,City,AQI,PM2.5,PM10,CO,NO2,SO2,O3,Temperature,Humidity,Wind_Speed,Pressure,Day,Hour,Time_Category
2026-04-02 04:00:00,Bangalore,95,33.16,41.29,296.2,7.65,7.23,57.65,26.5,49,5.2,1015.1,Thursday,4,Morning
2026-04-02 05:00:00,Bangalore,96,33.29,41.36,288.02,7.09,7.71,58.66,28.8,39,3.9,1014.5,Thursday,5,Morning
2026-04-02 06:00:00,Bangalore,95,32.89,41.18,280.0,7.17,8.74,59.73,29.5,36,4.0,1014.1,Thursday,6,Morning
2026-04-02 07:00:00,Bangalore,94,32.67,41.9,298.22,9.02,9.55,57.2,31.9,27,3.6,1012.8,Thursday,7,Morning
2026-04-02 08:00:00,Bangalore,96,33.54,43.61,323.35,9.4,10.5,59.54,33.0,23,4.9,1011.2,Thursday,8,Morning
2026-04-02 09:00:00,Bangalore,97,34.04,43.58,290.16,6.84,12.14,80.72,33.6,21,6.5,1009.7,Thursday,9,Morning
2026-04-02 10:00:00,Bangalore,113,40.45,49.61,276.24,4.53,11.17,106.3,33.7,20,9.1,1008.7,Thursday,10,Morning
2026-04-02 11:00:00,Bangalore,134,48.73,57.53,268.45,2.66,10.31,128.58,32.9,22,12.4,1008.2,Thursday,11,Morning
2026-04-02 12:00:00,Bangalore,123,44.62,52.1,242.2,1.86,7.58,130.39,31.6,23,11.1,1008.7,Thursday,12,Afternoon
2026-04-02 13:00:00,Bangalore,102,35.84,41.96,216.97,1.85,5.32,121.77,30.1,26,9.4,1009.9,Thursday,13,Afternoon
2026-04-02 14:00:00,Bangalore,89,30.21,35.58,202.6,2.07,4.59,116.32,29.2,28,5.3,1010.9,Thursday,14,Afternoon
2026-04-02 15:00:00,Bangalore,85,28.23,33.34,198.0,2.45,4.39,115.38,28.2,30,6.7,1011.9,Thursday,15,Afternoon
2026-04-02 16:00:00,Bangalore,85,28.06,33.21,199.89,3.13,4.48,117.15,27.8,30,8.0,1012.7,Thursday,16,Afternoon
2026-04-02 17:00:00,Bangalore,84,27.89,33.17,205.89,4.4,4.73,117.55,26.5,33,9.9,1013.2,Thursday,17,Evening
2026-04-02 18:00:00,Bangalore,84,27.94,33.74,224.0,7.08,5.32,112.08,25.1,36,13.3,1013.5,Thursday,18,Evening
2026-04-02 19:00:00,Bangalore,89,30.24,37.19,258.99,9.4,6.12,105.22,23.0,56,10.8,1013.6,Thursday,19,Evening
2026-04-02 20:00:00,Bangalore,99,34.93,43.06,299.45,10.84,6.57,100.59,22.1,65,9.3,1013.6,Thursday,20,Evening
2026-04-02 21:00:00,Bangalore,107,37.91,46.64,325.26,11.2,6.46,92.66,21.8,68,7.6,1013.0,Thursday,21,Night
2026-04-02 22:00:00,Bangalore,113,40.24,49.54,350.0,11.55,6.34,85.75,21.5,65,6.9,1013.1,Thursday,22,Night
2026-04-02 23:00:00,Bangalore,116,41.55,50.94,365.88,11.68,5.9,79.22,21.1,64,4.5,1012.9,Thursday,23,Night
2026-04-03 00:00:00,Bangalore,117,41.78,50.7,367.86,11.11,5.09,72.47,21.0,78,6.2,1013.4,Friday,0,Morning
2026-04-03 01:00:00,Bangalore,118,42.4,51.2,372.99,10.37,4.51,67.2,21.1,72,4.1,1014.2,Friday,1,Morning
2026-04-03 02:00:00,Bangalore,121,43.48,52.28,377.91,9.7,4.15,62.7,22.4,68,2.6,1014.9,Friday,2,Morning
2026-04-03 03:00:00,Bangalore,124,45.01,53.92,385.54,9.42,3.78,57.82,24.9,62,3.4,1015.0,Friday,3,Morning
2026-04-03 04:00:00,Bangalore,129,46.87,55.94,400.27,9.57,3.49,52.89,27.2,50,5.5,1014.9,Friday,4,Morning
2026-04-03 05:00:00,Bangalore,134,48.74,57.96,417.49,10.15,3.45,48.61,29.5,40,4.4,1014.3,Friday,5,Morning
2026-04-03 06:00:00,Bangalore,136,49.61,59.51,441.25,11.82,3.68,43.77,30.1,36,2.8,1013.6,Friday,6,Morning
2026-04-03 07:00:00,Bangalore,136,49.76,61.31,489.35,15.23,4.16,38.59,32.7,29,1.3,1012.0,Friday,7,Morning
2026-04-03 08:00:00,Bangalore,133,48.56,60.73,518.09,15.5,4.76,43.14,33.8,25,2.2,1010.4,Friday,8,Morning
2026-04-03 09:00:00,Bangalore,97,33.75,41.74,349.63,8.16,5.5,77.95,34.2,23,3.6,1009.1,Friday,9,Morning
2026-04-03 10:00:00,Bangalore,91,31.3,38.34,314.97,5.96,4.92,93.72,34.0,22,4.3,1008.3,Friday,10,Morning
2026-04-03 11:00:00,Bangalore,95,33.2,39.72,300.04,4.48,4.64,108.86,32.8,24,3.7,1008.2,Friday,11,Morning
2026-04-03 12:00:00,Bangalore,98,34.28,40.13,277.72,3.32,4.29,121.39,33.0,21,4.8,1007.5,Friday,12,Afternoon
2026-04-03 13:00:00,Bangalore,92,31.72,36.8,253.9,3.18,3.87,122.61,32.0,24,3.0,1008.6,Friday,13,Afternoon
2026-04-03 14:00:00,Bangalore,85,28.53,33.07,241.66,3.67,3.7,119.6,31.2,25,1.8,1009.9,Friday,14,Afternoon
2026-04-03 15:00:00,Bangalore,81,26.42,30.69,239.4,4.37,3.72,116.74,30.5,27,7.1,1011.1,Friday,15,Afternoon
2026-04-03 16:00:00,Bangalore,80,26.02,30.26,244.56,5.29,3.84,113.98,29.8,36,0.6,1011.5,Friday,16,Afternoon
2026-04-03 17:00:00,Bangalore,81,26.42,30.71,254.76,6.58,4.01,111.08,29.4,30,2.1,1012.0,Friday,17,Evening
2026-04-03 18:00:00,Bangalore,82,26.97,31.7,278.86,8.78,4.32,104.67,28.1,34,6.0,1012.6,Friday,18,Evening
2026-04-03 19:00:00,Bangalore,86,28.84,34.51,317.08,10.96,4.79,96.76,26.1,41,10.7,1012.5,Friday,19,Evening
2026-04-03 20:00:00,Bangalore,91,31.1,37.68,351.9,12.23,5.12,90.34,25.0,52,8.8,1012.0,Friday,20,Evening
2026-04-03 21:00:00,Bangalore,92,31.76,38.76,368.11,12.38,5.23,83.38,24.0,58,9.1,1011.6,Friday,21,Night
2026-04-03 22:00:00,Bangalore,92,31.79,39.05,380.75,12.32,5.21,78.16,23.5,59,8.5,1011.7,Friday,22,Night
2026-04-03 23:00:00,Bangalore,91,30.99,38.02,383.14,11.98,4.82,72.92,22.6,68,7.8,1012.0,Friday,23,Night
2026-04-04 00:00:00,Bangalore,88,29.5,35.89,369.98,10.7,3.83,66.74,21.6,81,4.7,1012.5,Saturday,0,Morning
2026-04-04 01:00:00,Bangalore,86,28.86,34.86,361.05,9.31,3.1,61.91,22.2,77,5.8,1012.7,Saturday,1,Morning
2026-04-04 02:00:00,Bangalore,86,28.87,34.68,357.57,8.38,2.68,58.15,23.1,74,6.4,1013.6,Saturday,2,Morning
2026-04-04 03:00:00,Bangalore,87,29.26,34.95,357.84,7.8,2.42,55.04,24.9,69,8.8,1013.7,Saturday,3,Morning
2026-04-04 04:00:00,Bangalore,89,29.96,35.65,361.45,7.46,2.29,52.26,26.2,61,8.8,1014.1,Saturday,4,Morning
2026-04-04 05:00:00,Bangalore,90,30.49,36.22,363.98,7.34,2.23,49.81,28.0,54,7.7,1013.5,Saturday,5,Morning
2026-04-04 06:00:00,Bangalore,89,29.98,35.48,369.59,7.76,2.33,47.36,28.8,50,6.2,1012.6,Saturday,6,Morning
2026-04-04 07:00:00,Bangalore,86,28.65,34.11,384.77,9.32,2.52,44.43,30.6,41,5.4,1011.5,Saturday,7,Morning
2026-04-04 08:00:00,Bangalore,81,26.27,31.69,398.1,11.14,2.72,42.55,31.4,37,7.0,1010.4,Saturday,8,Morning
2026-04-04 09:00:00,Bangalore,64,18.06,22.41,352.4,9.45,2.63,53.39,31.2,36,8.0,1009.3,Saturday,9,Morning
2026-04-04 10:00:00,Bangalore,56,14.4,18.42,334.57,9.0,2.54,56.64,31.5,35,6.1,1008.8,Saturday,10,Morning
2026-04-04 11:00:00,Bangalore,51,12.06,15.71,319.66,8.4,2.41,58.74,31.1,34,7.0,1008.2,Saturday,11,Morning
2026-04-04 12:00:00,Bangalore,42,10.25,13.22,289.23,6.86,1.99,72.54,31.1,31,9.3,1008.2,Saturday,12,Afternoon
2026-04-04 13:00:00,Bangalore,45,10.84,13.64,275.61,6.35,1.92,79.28,30.4,33,10.6,1009.0,Saturday,13,Afternoon
2026-04-04 14:00:00,Bangalore,46,11.11,13.81,269.62,6.26,1.94,81.29,30.0,34,10.0,1009.6,Saturday,14,Afternoon
2026-04-04 15:00:00,Bangalore,47,11.3,13.83,269.6,6.28,1.96,82.72,29.5,34,2.9,1010.6,Saturday,15,Afternoon
2026-04-04 16:00:00,Bangalore,47,11.33,13.68,271.92,6.6,1.93,81.94,28.7,38,6.0,1011.7,Saturday,16,Afternoon
2026-04-04 17:00:00,Bangalore,47,11.3,13.54,277.04,7.25,1.92,80.32,28.1,41,5.6,1011.8,Saturday,17,Evening
2026-04-04 18:00:00,Bangalore,46,11.14,13.56,285.17,8.2,2.0,76.27,26.2,56,12.2,1012.3,Saturday,18,Evening
2026-04-04 19:00:00,Bangalore,47,11.33,14.23,300.15,9.24,2.23,71.48,25.1,65,5.8,1012.0,Saturday,19,Evening
2026-04-04 20:00:00,Bangalore,49,11.77,15.13,313.93,9.91,2.44,66.8,24.5,70,10.1,1011.4,Saturday,20,Evening
2026-04-04 21:00:00,Bangalore,51,12.12,15.87,323.91,10.27,2.56,61.43,23.8,74,8.0,1010.8,Saturday,21,Night
2026-04-04 22:00:00,Bangalore,51,12.35,16.36,334.27,10.55,2.63,56.78,22.8,79,9.8,1011.2,Saturday,22,Night
2026-04-04 23:00:00,Bangalore,52,12.36,16.25,338.88,10.64,2.55,52.85,22.1,83,7.5,1011.5,Saturday,23,Night
2026-04-05 00:00:00,Bangalore,51,12.24,15.81,336.11,10.4,2.38,48.77,22.4,85,5.5,1011.8,Sunday,0,Morning
2026-04-05 01:00:00,Bangalore,52,12.45,15.85,333.41,9.87,2.27,45.39,22.4,86,6.0,1012.5,Sunday,1,Morning
2026-04-05 02:00:00,Bangalore,52,12.81,16.12,330.32,9.32,2.17,42.9,23.6,79,7.4,1013.3,Sunday,2,Morning
2026-04-05 03:00:00,Bangalore,53,13.2,16.46,326.36,8.79,2.09,40.68,25.5,65,10.5,1013.9,Sunday,3,Morning
2026-04-05 04:00:00,Bangalore,54,13.35,16.54,320.93,8.3,2.02,39.08,27.9,46,13.1,1013.8,Sunday,4,Morning
2026-04-05 05:00:00,Bangalore,53,13.09,16.2,314.04,7.93,1.94,37.94,29.9,37,13.5,1013.1,Sunday,5,Morning
2026-04-05 06:00:00,Bangalore,51,12.27,15.32,308.01,7.88,1.95,37.08,30.6,35,13.6,1012.6,Sunday,6,Morning
2026-04-05 07:00:00,Bangalore,48,11.49,14.84,313.78,8.8,2.14,36.05,32.0,32,12.6,1011.2,Sunday,7,Morning
2026-04-05 08:00:00,Bangalore,46,11.08,14.76,324.63,9.41,2.37,37.3,32.2,31,13.6,1009.8,Sunday,8,Morning
2026-04-05 09:00:00,Bangalore,36,8.59,11.81,293.88,7.61,2.21,52.76,31.8,32,12.4,1008.8,Sunday,9,Morning
2026-04-05 10:00:00,Bangalore,34,8.2,11.35,281.92,6.74,2.12,62.84,32.3,32,11.6,1007.8,Sunday,10,Morning
2026-04-05 11:00:00,Bangalore,35,8.51,11.5,270.77,6.06,2.02,71.17,31.9,32,14.9,1007.6,Sunday,11,Morning
2026-04-05 12:00:00,Bangalore,36,8.7,11.26,259.88,5.32,1.75,79.79,31.3,30,12.4,1007.9,Sunday,12,Afternoon
2026-04-05 13:00:00,Bangalore,41,9.89,12.27,254.01,4.98,1.68,84.33,30.5,32,10.1,1008.7,Sunday,13,Afternoon
2026-04-05 14:00:00,Bangalore,45,10.69,12.98,251.78,4.86,1.68,87.46,29.8,34,9.3,1009.6,Sunday,14,Afternoon
2026-04-05 15:00:00,Bangalore,47,11.23,13.47,253.33,4.95,1.72,90.31,29.2,36,6.9,1010.3,Sunday,15,Afternoon
2026-04-05 16:00:00,Bangalore,48,11.38,13.66,257.87,5.6,1.79,90.06,28.5,39,3.5,1010.9,Sunday,16,Afternoon
2026-04-05 17:00:00,Bangalore,46,11.01,13.37,265.06,6.73,1.85,87.74,27.6,40,4.4,1011.6,Sunday,17,Evening
2026-04-05 18:00:00,Bangalore,44,10.62,13.25,275.16,7.92,1.97,83.32,26.8,44,4.0,1011.7,Sunday,18,Evening
2026-04-05 19:00:00,Bangalore,46,11.06,14.27,291.52,8.82,2.23,78.6,25.1,56,9.0,1011.9,Sunday,19,Evening
2026-04-05 20:00:00,Bangalore,49,11.78,15.53,307.14,9.31,2.5,74.53,24.3,61,8.1,1011.3,Sunday,20,Evening
2026-04-05 21:00:00,Bangalore,51,12.23,16.34,315.04,9.35,2.68,69.71,23.8,56,9.9,1011.3,Sunday,21,Night
2026-04-05 22:00:00,Bangalore,52,12.55,16.92,321.75,9.31,2.79,65.7,22.9,62,9.2,1011.3,Sunday,22,Night
2026-04-05 23:00:00,Bangalore,52,12.69,17.05,322.34,9.17,2.74,62.37,22.0,70,7.7,1011.7,Sunday,23,Night
2026-04-06 00:00:00,Bangalore,52,12.72,16.92,316.56,8.78,2.62,59.15,22.2,71,4.8,1012.3,Monday,0,Morning
2026-04-06 01:00:00,Bangalore,53,13.1,17.44,313.06,8.31,2.61,56.34,22.2,74,6.5,1013.1,Monday,1,Morning
2026-04-06 02:00:00,Bangalore,54,13.36,17.87,308.37,7.71,2.56,53.66,23.4,69,8.5,1013.5,Monday,2,Morning
2026-04-06 03:00:00,Bangalore,55,13.81,18.6,305.48,7.29,2.5,50.54,25.5,55,10.5,1013.9,Monday,3,Morning
2026-04-06 04:00:00,Bangalore,56,14.6,19.75,308.69,7.26,2.48,47.18,28.3,39,12.7,1014.2,Monday,4,Morning
2026-04-06 05:00:00,Bangalore,58,15.43,21.02,315.39,7.58,2.52,43.99,30.5,31,12.5,1013.7,Monday,5,Morning
2026-04-07 06:00:00,Bangalore,75,23.6,35.21,361.08,10.34,2.2,33.95,32.0,21,10.5,1012.9,Tuesday,6,Morning
2026-04-07 07:00:00,Bangalore,77,24.51,37.99,408.3,12.61,2.92,30.98,33.3,19,11.0,1011.7,Tuesday,7,Morning
2026-04-07 08:00:00,Bangalore,80,25.91,40.78,443.61,11.91,3.64,38.12,33.9,19,11.6,1010.5,Tuesday,8,Morning
2026-04-07 09:00:00,Bangalore,71,21.68,33.78,311.54,7.21,3.85,70.52,34.2,18,12.4,1009.5,Tuesday,9,Morning
2026-04-07 10:00:00,Bangalore,80,25.86,36.88,288.35,5.49,3.68,94.37,33.9,18,12.1,1008.8,Tuesday,10,Morning
2026-04-07 11:00:00,Bangalore,87,29.31,39.26,274.54,4.21,3.43,112.11,33.2,18,11.8,1008.5,Tuesday,11,Morning
2026-04-07 12:00:00,Bangalore,77,24.68,31.97,232.0,3.42,2.79,112.38,32.5,18,11.1,1008.5,Tuesday,12,Afternoon
2026-04-07 13:00:00,Bangalore,72,22.1,28.28,212.43,3.33,2.5,111.08,31.5,19,10.2,1009.2,Tuesday,13,Afternoon
2026-04-07 14:00:00,Bangalore,67,19.86,25.66,200.89,3.48,2.35,109.97,30.8,20,8.6,1010.0,Tuesday,14,Afternoon
2026-04-07 15:00:00,Bangalore,66,19.11,24.8,193.82,3.3,2.24,113.24,29.4,37,0.2,1010.5,Tuesday,15,Afternoon
2026-04-07 16:00:00,Bangalore,65,18.6,24.39,189.21,3.8,2.17,111.99,27.8,24,7.2,1011.6,Tuesday,16,Afternoon
2026-04-07 17:00:00,Bangalore,62,17.5,23.52,188.13,4.8,2.11,106.5,26.5,30,9.3,1012.2,Tuesday,17,Evening
2026-04-07 18:00:00,Bangalore,62,17.15,23.86,196.94,6.5,2.32,100.0,25.9,34,5.4,1012.1,Tuesday,18,Evening
2026-04-07 19:00:00,Bangalore,64,18.26,26.52,219.51,8.22,2.94,93.71,25.0,38,7.8,1011.8,Tuesday,19,Evening
2026-04-07 20:00:00,Bangalore,68,20.13,30.47,243.1,9.27,3.58,88.14,24.2,43,8.8,1011.3,Tuesday,20,Evening
2026-04-07 21:00:00,Bangalore,71,21.48,33.53,261.29,9.88,4.03,80.63,23.3,48,4.8,1011.0,Tuesday,21,Night
2026-04-07 22:00:00,Bangalore,73,22.74,36.18,283.42,10.73,4.34,74.04,22.5,53,2.9,1011.1,Tuesday,22,Night
2026-04-07 23:00:00,Bangalore,75,23.43,37.64,297.59,11.29,4.32,67.9,21.8,59,1.9,1011.3,Tuesday,23,Night
2026-04-08 00:00:00,Bangalore,75,23.32,37.64,298.1,10.94,3.58,59.73,21.9,64,0.8,1011.6,Wednesday,0,Morning
2026-04-08 01:00:00,Bangalore,74,23.0,37.51,297.99,10.18,2.87,52.94,21.7,61,5.2,1012.4,Wednesday,1,Morning
2026-04-08 02:00:00,Bangalore,73,22.61,37.34,295.93,9.38,2.38,48.02,22.6,59,3.6,1013.4,Wednesday,2,Morning
2026-04-08 03:00:00,Bangalore,73,22.7,37.52,296.61,8.94,2.03,43.42,25.1,50,4.2,1014.0,Wednesday,3,Morning
2026-04-08 04:00:00,Bangalore,75,23.44,38.61,308.05,9.13,1.9,39.12,28.2,37,5.0,1013.6,Wednesday,4,Morning
2026-04-08 05:00:00,Bangalore,78,24.8,40.61,325.79,9.83,1.96,35.37,30.9,27,6.0,1012.8,Wednesday,5,Morning
2026-04-08 06:00:00,Bangalore,81,26.18,43.13,353.47,11.67,2.37,31.73,32.0,23,6.5,1011.8,Wednesday,6,Morning
2026-04-08 07:00:00,Bangalore,84,27.67,46.86,404.11,13.57,3.18,30.15,33.7,21,5.3,1010.5,Wednesday,7,Morning
2026-04-08 08:00:00,Bangalore,87,29.24,50.08,439.13,12.65,3.87,38.56,34.5,20,6.1,1009.3,Wednesday,8,Morning
2026-04-08 09:00:00,Bangalore,87,29.0,48.71,332.93,7.97,4.15,72.31,34.9,20,9.4,1008.0,Wednesday,9,Morning
2026-04-08 10:00:00,Bangalore,106,37.68,56.66,316.02,5.86,4.21,103.33,34.5,20,13.8,1007.5,Wednesday,10,Morning
2026-04-08 11:00:00,Bangalore,128,46.33,64.37,305.0,3.89,4.18,130.15,33.8,20,13.1,1007.5,Wednesday,11,Morning
2026-04-08 12:00:00,Bangalore,108,38.32,52.03,243.61,2.48,3.16,131.59,33.5,18,11.5,1007.5,Wednesday,12,Afternoon
2026-04-08 13:00:00,Bangalore,96,33.37,44.68,216.08,2.12,2.6,130.02,32.2,21,8.4,1008.6,Wednesday,13,Afternoon
2026-04-08 14:00:00,Bangalore,89,30.0,40.28,202.66,2.13,2.37,129.49,30.9,25,3.4,1009.5,Wednesday,14,Afternoon
2026-04-08 15:00:00,Bangalore,85,28.14,38.05,203.67,2.89,2.45,129.91,30.0,26,2.4,1010.3,Wednesday,15,Afternoon
2026-04-08 16:00:00,Bangalore,83,27.18,37.07,215.38,4.73,2.77,125.73,29.2,30,0.9,1011.5,Wednesday,16,Afternoon
2026-04-08 17:00:00,Bangalore,80,26.02,36.11,231.71,7.43,3.15,118.78,28.5,32,1.9,1012.0,Wednesday,17,Evening
2026-04-08 18:00:00,Bangalore,80,25.74,36.37,254.49,10.22,3.72,109.96,27.8,35,13.2,1012.7,Wednesday,18,Evening
2026-04-08 19:00:00,Bangalore,83,27.1,38.75,281.01,11.52,4.42,102.98,25.4,60,11.7,1012.4,Wednesday,19,Evening
2026-04-08 20:00:00,Bangalore,87,29.16,42.01,306.54,12.38,5.02,96.32,25.0,64,11.9,1011.8,Wednesday,20,Evening
2026-04-08 21:00:00,Bangalore,89,30.03,43.75,321.44,12.37,5.08,85.28,24.2,64,11.4,1011.4,Wednesday,21,Night
2026-04-08 22:00:00,Bangalore,90,30.6,45.09,338.3,12.43,4.83,75.59,23.6,61,8.8,1011.6,Wednesday,22,Night
2026-04-08 23:00:00,Bangalore,89,30.41,45.12,347.46,12.35,4.32,67.21,22.8,68,7.3,1012.4,Wednesday,23,Night
2026-04-09 00:00:00,Bangalore,88,29.55,43.77,341.27,11.6,3.65,60.27,23.5,65,6.7,1012.5,Thursday,0,Morning
2026-04-09 01:00:00,Bangalore,88,29.57,43.62,339.06,10.71,3.25,55.36,23.2,74,6.1,1013.2,Thursday,1,Morning
2026-04-09 02:00:00,Bangalore,88,29.94,44.06,340.65,10.03,3.05,51.71,24.4,73,6.5,1014.0,Thursday,2,Morning
2026-04-09 03:00:00,Bangalore,90,30.73,44.96,347.6,9.84,2.82,47.38,26.5,62,8.4,1014.7,Thursday,3,Morning
2026-04-09 04:00:00,Bangalore,93,31.86,46.3,361.56,10.06,2.58,42.41,28.5,51,10.3,1014.8,Thursday,4,Morning
2026-04-09 05:00:00,Bangalore,95,32.92,47.67,376.79,10.57,2.45,37.79,29.8,44,9.2,1014.4,Thursday,5,Morning
2026-04-09 06:00:00,Bangalore,96,33.42,48.74,398.81,12.04,2.63,33.09,30.4,39,7.3,1013.8,Thursday,6,Morning
2026-04-09 07:00:00,Bangalore,97,34.06,50.8,444.41,14.89,3.26,28.78,32.0,33,6.2,1012.5,Thursday,7,Morning
2026-04-09 08:00:00,Bangalore,99,35.05,53.22,497.83,16.64,3.97,30.07,32.7,31,5.8,1011.2,Thursday,8,Morning
2026-04-09 09:00:00,Bangalore,75,23.53,38.39,294.06,8.48,3.97,69.07,33.5,29,6.2,1009.8,Thursday,9,Morning
2026-04-09 10:00:00,Bangalore,72,22.09,35.11,261.49,6.17,3.53,85.65,33.6,27,6.3,1008.9,Thursday,10,Morning
2026-04-09 11:00:00,Bangalore,77,24.44,36.6,250.11,4.78,3.32,100.88,33.2,26,4.3,1008.4,Thursday,11,Morning
2026-04-09 12:00:00,Bangalore,89,30.02,41.69,244.01,3.3,3.16,118.2,32.5,28,10.3,1008.9,Thursday,12,Afternoon
2026-04-09 13:00:00,Bangalore,94,32.67,43.95,237.31,2.65,3.02,126.16,32.0,27,8.7,1009.4,Thursday,13,Afternoon
2026-04-09 14:00:00,Bangalore,94,32.47,43.44,232.0,2.78,2.93,128.11,32.2,27,9.3,1010.2,Thursday,14,Afternoon
2026-04-09 15:00:00,Bangalore,93,32.17,42.92,233.45,3.24,2.93,129.84,31.2,30,5.2,1011.2,Thursday,15,Afternoon
2026-04-09 16:00:00,Bangalore,93,32.29,42.84,239.04,4.07,2.98,130.56,30.0,32,3.8,1012.4,Thursday,16,Afternoon
2026-04-09 17:00:00,Bangalore,93,32.02,42.43,248.0,5.7,3.1,127.71,29.6,36,3.3,1012.8,Thursday,17,Evening
2026-04-09 18:00:00,Bangalore,91,31.02,41.52,260.84,7.7,3.36,121.06,27.5,46,12.3,1013.4,Thursday,18,Evening
2026-04-09 19:00:00,Bangalore,90,30.55,41.34,277.78,8.48,3.69,114.13,25.4,56,6.9,1013.4,Thursday,19,Evening
2026-04-09 20:00:00,Bangalore,90,30.47,41.54,294.65,8.69,3.99,109.15,24.4,63,7.1,1013.3,Thursday,20,Evening
2026-04-09 21:00:00,Bangalore,88,29.86,41.09,309.87,8.91,4.17,101.45,23.7,68,5.2,1012.8,Thursday,21,Night
2026-04-09 22:00:00,Bangalore,89,30.03,41.78,331.85,9.57,4.32,93.74,23.3,71,4.0,1012.7,Thursday,22,Night
2026-04-09 23:00:00,Bangalore,89,30.15,42.12,344.53,9.93,4.15,85.67,23.0,73,3.9,1012.8,Thursday,23,Night
2026-04-10 00:00:00,Bangalore,88,29.82,41.54,346.75,9.85,3.3,74.41,23.5,72,2.8,1012.7,Friday,0,Morning
